name,success_probability
Desmos,0.73
Qstream,0.63
Red Rover,0.88
Pinnacle Engines,0.8
Crowdtilt,0.91
Traetelo.com,0.08
BrightWhistle,0.62
Evoz,0.48
Citymaps,0.68
Wipit,0.68
Postmates,0.84
Geostellar,0.39
SteelHouse,0.96
Lokalite,0.34
Blab Inc.,0.42
Zipline Games,0.69
Cinemacraft,0.79
RightScale,0.81
Invivio Link,0.3
Moat,0.8
Cloudability,0.93
Kickanotch mobile,0.48
"Alteryx, Inc.",0.91
XYDO,0.74
Calico Energy Services,0.25
Liazon,0.95
Tagkast,0.8
My Damn Channel,0.45
PlaceIQ,0.96
Bottlenose,0.8
Tatango,0.41
Everlane,0.73
Ascletis,0.17
Anametrix,0.57
Fiksu,0.77
Magisto,0.81
Kincast,0.08
Saygent,0.73
RFID Global Solution,0.56
General Assembly,0.98
Everloop,0.27
Convo,0.82
Hoopla Software,0.83
VHX,0.68
InVision.,0.26
ToutApp,0.89
Encoding.com,0.7
Fullbridge,0.93
WatchDox,0.95
Synaptic Digital,0.37
EveryMove,0.76
hopscout,0.21
OrganizedWisdom,0.9
MovableInk,0.96
Red Butler,0.27
WordWatch,0.72
ObjectLabs,0.76
Kohort,0.77
Rock Health,1.0
CalmSea,0.78
GMZ Energy,0.66
Nutanix,0.97
Starmount,0.14
Seismic Games,0.43
The Glampire Group,0.15
Mr. Number,0.55
Freshdesk,0.83
Flow Search Corporation,0.91
Channelinsight,0.92
Neocleus,0.68
AppDirect,0.96
Breaktime Studios,0.54
Finalta,0.24
Next Step Living,0.91
SynapDx,0.93
Wellfount,0.16
Samanage,0.71
Relay Network,0.75
Mavizon,0.66
Wayin,0.9
MarketSharing,0.48
Juventas Therapeutics,0.65
Magnet Systems,0.72
SignalSet,0.41
Enthuse,0.51
NoWait,0.77
J. Craig Venter Institute,0.53
SPR Therapeutics,0.36
Placed,0.83
Scoop.it,0.55
Prexa Pharmaceuticals,0.34
Xlumena,0.72
BetterLesson,0.88
REVENUE.com,0.6
iBuildApp,0.33
Kaminario,0.98
BuildFax,0.41
Lua Technologies,0.52
Munchery,0.66
Work For Pie,0.67
Kumbuya,0.61
Pathways Platform,0.62
Zurex Pharma,0.17
Genophen,0.49
Rexter,0.84
Firespotter Labs,0.94
Marketecture,0.75
Navera,0.14
Innovatient Solutions,0.27
Blu Homes,0.65
Funtactix,0.88
Grubwithus,0.8
Medivo,0.92
Dashlane,0.9
SendtoNews,0.46
Brighter.com,0.89
Super Heat Games,0.09
Bypass Mobile,0.04
Videolicious,0.53
CodeGuard,0.75
Seventh Sense Biosystems,0.45
FreeMonee,0.94
Alpine Data Labs,0.94
Claritics,0.41
ZocDoc,0.99
TheSquareFoot,0.77
Typesafe,0.86
newBrandAnalytics,0.92
Voxox Inc.,0.47
Prosodic,0.65
MotherKnows,0.71
MasteryConnect,0.77
The Tap Lab,0.22
Open Places,0.71
Altavoz,0.44
Genbook,0.64
WaterSmart Software,0.77
FanTrail,0.04
Qwiqq,0.27
Searcheeze,0.21
Jirafe,0.95
Triptrotting,0.87
PubMatic,1.0
Yurbuds,0.33
Resolve Therapeutics,0.82
GENWI,0.64
CreditPing.com,0.4
Zanbato,0.85
Fetchnotes,0.64
SessionM,0.98
EndPlay,0.89
Open Road Integrated Media,0.86
TurningArt,0.56
Aquion Energy,0.87
JobOn,0.07
Egghead Interactive,0.2
Greenvity Communications,0.23
BlueStacks,0.73
KISSmetrics,0.96
Southtree,0.07
Placester,0.54
Social Tables,0.79
Personetics Technologies,0.81
Pathway Therapeutics,0.3
Resilient Network Systems,0.27
Senexx,0.32
Fingerprint,0.64
Benzinga,0.46
Spill Inc,0.69
Flomio,0.57
BodeTree,0.47
eCareDiary,0.82
SigFig,0.95
Primus Power,0.44
BenchPrep,0.79
Sample6,0.85
Portalarium,0.46
Woofound,0.67
YouWeb,0.17
Daqri,0.71
adSage,0.63
LOYAL3,0.87
Liqueo,0.21
Kinvey,0.95
EverTrue,0.89
Boomset,0.31
AdGent Digital,0.8
Total Beauty Media,0.81
SBR Health,0.28
Leap Motion,0.89
LockPath,0.77
turntable.fm,0.8
Snapguide,0.83
GlobalMotion,0.81
Vidcaster,0.84
Ginger.io,0.88
Surf Air,0.8
YouMail,0.89
Critical Links,0.22
ParElastic,0.44
Geeklist,0.67
Embarke,0.72
Predictivez,0.11
Estimize,0.76
SOLOMO Technology,0.49
Motif Investing,0.75
SaveUp,0.61
BizeeBee,0.82
LocalVox Media,0.63
Wurl,0.29
FlowPlay,0.9
BoomBotix,0.61
CryoXtract Instruments,0.08
Copious,0.62
Aviary,0.91
NanoRacks,0.1
Saatchi Online,0.68
Ubersense,0.85
SocialWire,0.92
InContext Solutions,0.11
One Medical Group,0.8
Valencell,0.48
in2apps,0.17
Contour Energy Systems,0.87
Bromium,0.92
Cinchcast,0.78
Empowered Careers,0.72
Touchstone Semiconductor,0.44
Impermium,0.77
Feedjit,0.68
Adjudica,0.69
MakeSpace,0.31
myRete,0.27
Flat World Knowledge,0.79
Ivantis,0.6
On-Ramp Wireless,0.67
SweetLabs,0.98
LectureTools,0.33
Lifecrowd,0.63
Ziptask,0.16
HealthCare.com,0.22
Blue Jeans Network,0.96
OpenQ,0.55
ME911,0.07
Kwarter,0.76
AEGEA Medical,0.19
BrandFiesta,0.15
MixRank,0.4
hyaqu,0.09
Mojo Motors,0.8
Viewpoints,0.24
Scanadu,0.91
Ayasdi,0.91
Magzter,0.6
MapBox,0.84
Veenome,0.84
Tealium,0.91
Kinsights,0.21
MOBIbucks,0.22
Venturocket,0.75
RAMP Holdings,0.99
Allegro Diagnostics,0.27
"QCoefficient, Inc.",0.7
Sosh,0.79
CourseHorse,0.27
UrbanSitter,0.76
App47,0.34
Swrve,0.27
MoviePass,0.71
Gojee,0.79
Verbling,0.88
Healthrageous,0.93
SurgiQuest,0.91
Riot Games,0.78
"map2app, Inc.",0.13
Snooth Media,0.71
Fastly,0.99
Contently,0.98
AgLocal,0.89
ThisNext,0.99
CHNL,0.74
MemSQL,0.86
Gridco,0.82
Capriza,0.56
Ignite Game Technologies,0.65
Avvo,0.96
Zipments,0.84
Pocket,0.8
Visual.ly,0.91
Domo,0.92
Tyros,0.09
Zettics.com,0.62
Marqeta,0.77
MoboTap,0.77
Crushpath,0.86
Ziften Technologies,0.21
Zendesk,0.99
PubNub,0.82
WellnessFX,0.88
Unified,0.94
Perkville,0.48
Vizify,0.72
NewComLink,0.58
Lytro,0.93
JOOR,0.79
nanoMR,0.61
Salsa Labs,0.65
FullContact,0.96
Junar,0.74
Ness Computing,0.8
BookingMarkets (Dashbell),0.31
Netotiate,0.71
Torsion Mobile,0.62
Local Yokel Media,0.7
LineStream Technologies,0.88
YouTern,0.16
Lover.ly,0.89
GoSpotCheck,0.76
Onepager,0.69
Are You a Human,0.78
Bislr,0.74
Apiary,0.3
Fanzy,0.82
NationBuilder,0.89
LaunchSide.com,0.05
LiquidTalk,0.14
Gamma Basics,0.19
Hortonworks,0.96
Innography,0.75
Mineful,0.1
Habit Labs,0.45
HDmessaging,0.22
Azumio,0.82
Wright Therapy Products,0.17
Unique Property,0.08
Roka Bioscience,0.94
AccuVein,0.71
Consensus Point,0.61
Swifto,0.77
Big Frame,0.97
myAchy,0.08
Network Optix,0.74
Pixowl,0.57
DocRun,0.7
Nebula,0.93
Leap2,0.6
ElasticBox,0.68
Switchcam,0.74
Shortlist,0.39
AgilOne,0.9
Kimbia,0.19
Generous Deals,0.08
Eat Club,0.79
Beacon Endoscopic,0.21
BabbaCo,0.71
Joyus,0.78
Securus Medical Group,0.39
TalkTo,0.88
Urjanet,0.67
ChoozOn (d.b.a. Blue Kangaroo),0.45
BlogHer,0.96
Privia Health,0.69
Leyden Energy,0.8
Qwilt,0.85
ClubJumpr.com,0.14
Updater,0.82
trueAnthem,0.94
Kazaana,0.34
Farmeron,0.76
The Electric Sheep,0.72
Whitetruffle,0.84
Fliptu,0.22
Acutus Medical,0.7
Matchbook,0.79
BuildingIQ,0.78
Second Genome,0.83
Q-Sensei,0.7
HotLink,0.63
SnagFilms,0.87
Zipmark,0.7
Hoseanna,0.14
Catavolt,0.56
Verious,0.71
Weemba,0.21
gDine,0.2
FilmBreak,0.14
ReferralMD,0.81
Yesware,0.89
POPSUGAR,0.99
SR Labs,0.44
SingleHop,0.66
Whisper Communications,0.7
ZeroDesktop,0.64
spotflux,0.64
Sumo Logic,0.88
Science Exchange,0.44
Taptera,0.8
HzO,0.4
Bright Media Corporation,0.59
PharmaSecure,0.21
LiveClips,0.69
North Shore InnoVentures,0.13
Keystone Dental,0.65
Nexercise,0.67
PhishMe,0.83
Codecademy,0.99
meevl,0.06
Rest Devices,0.75
The Daily Muse,0.88
Umbel,0.27
Medify,0.33
Thetis Pharmaceuticals,0.19
TeraDiode,0.65
Open Air Publishing,0.33
theAudience,0.69
LivingSocial,0.97
6connect,0.69
Bloodhound,0.81
Jiff,0.72
CumuLogic,0.91
VMTurbo,0.94
Minted,0.92
Media Lantern,0.15
DailyLook,0.75
Embrane,0.83
Fullscreen,0.71
Appirio,1.0
Rewardli,0.2
Personal Capital,0.75
Chromatik,0.79
"MongoDB, Inc.",1.0
iCouch,0.19
Kontagent,0.99
Shapeways,0.72
Booktrack,0.7
Sparkcentral,0.73
Aisle50,0.6
iVantage Health Analytics,0.23
Kenandy,0.83
Samfind,0.14
retickr,0.61
SpeedDate,0.92
Stitch Labs,0.83
GreenRoad Technologies,0.89
Opposing Views,0.16
Xamarin,0.9
CarbonFlow,0.31
Huddler,0.89
RentWiki,0.5
Ardelyx,0.67
Fixya,0.58
Myxer,0.53
Anvato,0.75
Club W,0.39
SmartRecruiters,0.86
Extole,0.99
Airbnb,0.98
SodaHead,0.81
Restaurant Revolution Technologies,0.34
AppNexus,1.0
Conductor,0.98
Locaid,0.88
Pricelock,0.92
Sharethrough,1.0
Kaltura,0.99
Full Circle CRM,0.49
Ilesfay Technology Group,0.17
OfficeDrop,0.83
SkyGrid,0.94
Spacebikini,0.09
Get Satisfaction,0.99
Lifebooker.com,0.89
Trover,0.79
TheWrap,0.83
Colingo,0.7
Integrate,0.92
Koofers,0.86
Stack Exchange,0.98
LockerDome,0.88
NexPlanar,0.84
Petra Solar,0.69
Poll Everywhere,0.76
Envysion,0.9
Help Scout,0.87
Onehub,0.91
Sourcebits,0.97
Application Experts,0.55
Occipital,0.88
UsingMiles,0.61
Panjiva,0.86
Pond5,0.85
worldhistoryproject,0.79
DECA,0.77
Lyft,0.97
